ID,Year,Month,Day,Lunar_Year,Lunar_Month,Lunar_Day,Holiday,Totall_Holiday,Temperature_Up,Temperature_Down,Weather,visitor_count
921,2013,7,20,2013,6,13,1,2,29,16,2.5,5266
922,2013,7,21,2013,6,14,2,2,24,20,4,5185
923,2013,7,22,2013,6,15,0,0,31,17,2,4739
924,2013,7,23,2013,6,16,0,0,29,20,2,4686
925,2013,7,24,2013,6,17,0,0,27,20,2.5,4958
926,2013,7,25,2013,6,18,0,0,30,20,5,5171
927,2013,7,26,2013,6,19,0,0,29,20,5,6271
928,2013,7,27,2013,6,20,1,2,28,21,5,6101
929,2013,7,28,2013,6,21,2,2,25,19,5.4,6468
930,2013,7,29,2013,6,22,0,0,25,20,4,6816
931,2013,7,30,2013,6,23,0,0,31,17,2,7072
932,2013,7,31,2013,6,24,0,0,31,18,4.2,7541
933,2013,8,1,2013,6,25,0,0,30,18,2,8701
934,2013,8,2,2013,6,26,0,0,31,18,4.2,9269
935,2013,8,3,2013,6,27,1,2,31,16,2,10785
936,2013,8,4,2013,6,28,2,2,31,20,2,11799
937,2013,8,5,2013,6,29,0,0,28,17,2.4,10889
938,2013,8,6,2013,6,30,0,0,29,20,6.5,12107
939,2013,8,7,2013,7,1,0,0,27,16,4,11190
940,2013,8,8,2013,7,2,0,0,29,15,2,14800
941,2013,8,9,2013,7,3,0,0,31,16,1,17106
942,2013,8,10,2013,7,4,1,2,32,20,2.4,15560
943,2013,8,11,2013,7,5,2,2,30,19,4,16609
944,2013,8,12,2013,7,6,0,0,32,18,2,14773
945,2013,8,13,2013,7,7,0,0,32,17,2,15027
946,2013,8,14,2013,7,8,0,0,34,20,2,15317
947,2013,8,15,2013,7,9,0,0,32,20,2,16707
948,2013,8,16,2013,7,10,0,0,33,21,2,18901
949,2013,8,17,2013,7,11,1,2,34,20,1,18756
950,2013,8,18,2013,7,12,2,2,33,19,1,17828
951,2013,8,19,2013,7,13,0,0,32,19,1.2,15341
952,2013,8,20,2013,7,14,0,0,30,19,2,15187
953,2013,8,21,2013,7,15,0,0,34,20,2,15728
954,2013,8,22,2013,7,16,0,0,33,21,2,15246
955,2013,8,23,2013,7,17,0,0,34,21,2,16964
956,2013,8,24,2013,7,18,1,2,33,21,2,17063
957,2013,8,25,2013,7,19,2,2,31,20,2,16004
958,2013,8,26,2013,7,20,0,0,28,20,2.4,12972
959,2013,8,27,2013,7,21,0,0,28,21,5,12292
960,2013,8,28,2013,7,22,0,0,28,20,4.2,10476
961,2013,8,29,2013,7,23,0,0,28,15,2,9882
962,2013,8,30,2013,7,24,0,0,28,16,2,8923
963,2013,8,31,2013,7,25,1,2,26,17,4.5,4596
964,2013,9,1,2013,7,26,2,2,23,18,5.6,8705
965,2013,9,2,2013,7,27,0,0,21,17,5,8274
966,2013,9,3,2013,7,28,0,0,17,15,5,9606
967,2013,9,4,2013,7,29,0,0,22,15,5,11373
968,2013,9,5,2013,8,1,0,0,19,14,5,11669
969,2013,9,6,2013,8,2,0,0,20,13,5,15600
970,2013,9,7,2013,8,3,1,2,20,14,5,13770
971,2013,9,8,2013,8,4,2,2,24,15,4.2,14147
972,2013,9,9,2013,8,5,0,0,26,15,2,15672
973,2013,9,10,2013,8,6,0,0,26,16,5.4,17485
974,2013,9,11,2013,8,7,0,0,28,15,2,17886
975,2013,9,12,2013,8,8,0,0,31,15,1,15599
976,2013,9,13,2013,8,9,0,0,30,15,1,18132
977,2013,9,14,2013,8,10,1,2,29,14,2,17862
978,2013,9,15,2013,8,11,2,2,28,17,2,18013
979,2013,9,16,2013,8,12,0,0,28,18,2,15527
980,2013,9,17,2013,8,13,0,0,27,18,4.2,14295
981,2013,9,18,2013,8,14,0,0,24,18,5,12906
982,2013,9,19,2013,8,15,1,3,24,17,5,16001
983,2013,9,20,2013,8,16,2,3,27,18,5,25584
984,2013,9,21,2013,8,17,3,3,24,16,5,14272
985,2013,9,22,2013,8,18,0,0,20,15,6.5,17926
986,2013,9,23,2013,8,19,0,0,20,16,4,20499
987,2013,9,24,2013,8,20,0,0,21,13,5,19220
988,2013,9,25,2013,8,21,0,0,20,13,4,17104
989,2013,9,26,2013,8,22,0,0,27,14,5.2,16473
990,2013,9,27,2013,8,23,0,0,28,12,1,17155
991,2013,9,28,2013,8,24,1,1,27,12,1.2,15690
992,2013,9,29,2013,8,25,0,0,27,11,4.2,17530
993,2013,9,30,2013,8,26,0,0,26,14,5.2,16804
994,2013,10,1,2013,8,27,1,7,25,13,2,17795
995,2013,10,2,2013,8,28,2,7,26,13,2.4,53478
996,2013,10,3,2013,8,29,3,7,25,13,4.2,36800
997,2013,10,4,2013,8,30,4,7,25,12,2,8817
998,2013,10,5,2013,9,1,5,7,26,14,2,39474
999,2013,10,6,2013,9,2,6,7,27,14,2,15956
1000,2013,10,7,2013,9,3,7,7,26,12,2,9169
1001,2013,10,8,2013,9,4,0,0,27,10,1,10761
1002,2013,10,9,2013,9,5,0,0,27,11,1,11863
1003,2013,10,10,2013,9,6,0,0,28,13,1,14786
1004,2013,10,11,2013,9,7,0,0,28,12,2,18257
1005,2013,10,12,2013,9,8,1,2,26,15,2.1,19434
1006,2013,10,13,2013,9,9,2,2,26,15,2.1,21182
1007,2013,10,14,2013,9,10,0,0,25,10,2.5,21606
1008,2013,10,15,2013,9,11,0,0,16,11,5.2,25911
1009,2013,10,16,2013,9,12,0,0,19,9,5.4,27550
1010,2013,10,17,2013,9,13,0,0,14,10,5,23341
1011,2013,10,18,2013,9,14,0,0,14,9,4,25432
1012,2013,10,19,2013,9,15,1,2,19,9,5.4,25454
1013,2013,10,20,2013,9,16,2,2,16,10,5.4,22101
1014,2013,10,21,2013,9,17,0,0,17,10,5.2,20023
1015,2013,10,22,2013,9,18,0,0,23,8,2,21270
1016,2013,10,23,2013,9,19,0,0,23,7,2,20869
1017,2013,10,24,2013,9,20,0,0,23,7,2,19217
1018,2013,10,25,2013,9,21,0,0,17,9,4.2,22456
1019,2013,10,26,2013,9,22,1,2,19,10,2,20585
1020,2013,10,27,2013,9,23,2,2,17,10,2.4,16162
1021,2013,10,28,2013,9,24,0,0,13,9,5,10980
1022,2013,10,29,2013,9,25,0,0,17,8,5.4,11177
1023,2013,10,30,2013,9,26,0,0,16,7,2,10696
1024,2013,10,31,2013,9,27,0,0,13,8,2,9106
1025,2013,11,1,2013,9,28,0,0,13,8,4.2,10108
1026,2013,11,2,2013,9,29,1,2,13,9,4.2,11749
1027,2013,11,3,2013,10,1,2,2,14,8,5,9061
1028,2013,11,4,2013,10,2,0,0,18,5,4.2,8685
1029,2013,11,5,2013,10,3,0,0,18,8,2,7651
1030,2013,11,6,2013,10,4,0,0,19,6,1.2,8527
1031,2013,11,7,2013,10,5,0,0,19,7,1.2,7656
1032,2013,11,8,2013,10,6,0,0,17,7,1.2,7690
1033,2013,11,9,2013,10,7,1,2,16,7,4.2,7564
1034,2013,11,10,2013,10,8,2,2,16,8,2.4,5491
1035,2013,11,11,2013,10,9,0,0,14,7,2,4520
1036,2013,11,12,2013,10,10,0,0,12,6,2,4560
1037,2013,11,13,2013,10,11,0,0,11,7,2,3902
1038,2013,11,14,2013,10,12,0,0,13,6,4.2,3942
1039,2013,11,15,2013,10,13,0,0,16,5,2,3159
1040,2013,11,16,2013,10,14,1,2,16,4,2.1,9787
1041,2013,11,17,2013,10,15,2,2,15,3,2.1,6461
1042,2013,11,18,2013,10,16,0,0,15,3,1,4667
1043,2013,11,19,2013,10,17,0,0,17,1,1,5153
1044,2013,11,20,2013,10,18,0,0,17,3,1,4413
1045,2013,11,21,2013,10,19,0,0,16,4,2,4625
1046,2013,11,22,2013,10,20,0,0,10,5,4,5035
1047,2013,11,23,2013,10,21,1,2,10,5,4.1,5709
1048,2013,11,24,2013,10,22,2,2,13,2,1,3673
1049,2013,11,25,2013,10,23,0,0,13,0,2,3042
1050,2013,11,26,2013,10,24,0,0,13,1,4.2,3021
1051,2013,11,27,2013,10,25,0,0,8,-1,2,2795
1052,2013,11,28,2013,10,26,0,0,11,3,2,2795
1053,2013,11,29,2013,10,27,0,0,14,0,2,2683
1054,2013,11,30,2013,10,28,1,2,13,0,1,3622
1055,2013,12,1,2013,10,29,2,2,13,0,1,2249
1056,2013,12,2,2013,10,30,0,0,14,-1,1,1657
1057,2013,12,3,2013,11,1,0,0,16,1,2,1851
1058,2013,12,4,2013,11,2,0,0,14,0,2,1930
1059,2013,12,5,2013,11,3,0,0,14,1,2,1950
1060,2013,12,6,2013,11,4,0,0,14,0,2,1726
1061,2013,12,7,2013,11,5,1,2,14,0,2,2175
1062,2013,12,8,2013,11,6,2,2,14,0,2,1922
1063,2013,12,9,2013,11,7,0,0,12,0,2,1484
1064,2013,12,10,2013,11,8,0,0,11,-1,2,1608
1065,2013,12,11,2013,11,9,0,0,11,-2,2,1388
1066,2013,12,12,2013,11,10,0,0,11,-2,2,1435
1067,2013,12,13,2013,11,11,0,0,6,-1,3.5,1475
1068,2013,12,14,2013,11,12,1,2,6,0,5.2,2357
1069,2013,12,15,2013,11,13,2,2,6,-1,2,1334
1070,2013,12,16,2013,11,14,0,0,8,-4,1,1394
1071,2013,12,17,2013,11,15,0,0,13,-3,2,1528
1072,2013,12,18,2013,11,16,0,0,12,-3,2.5,1497
1073,2013,12,19,2013,11,17,0,0,8,-5,2,1309
1074,2013,12,20,2013,11,18,0,0,5,-2,2,1427
1075,2013,12,21,2013,11,19,1,2,7,-2,2,1805
1076,2013,12,22,2013,11,20,2,2,7,-1,2,1253
1077,2013,12,23,2013,11,21,0,0,7,0,2,1163
1078,2013,12,24,2013,11,22,0,0,6,1,4.2,989
1079,2013,12,25,2013,11,23,0,0,6,-1,2,1360
1080,2013,12,26,2013,11,24,0,0,6,-2,1,1447
1081,2013,12,27,2013,11,25,0,0,5,-3,2,1339
1082,2013,12,28,2013,11,26,1,2,5,-4,2,1565
1083,2013,12,29,2013,11,27,2,2,5,-4,2,1613
1084,2013,12,30,2013,11,28,0,0,8,-5,1.2,1490
1085,2013,12,31,2013,11,29,0,0,11,-1,2,1222
1086,2014,1,1,2013,11,30,1,1,12,-1,1,973
1087,2014,1,2,2013,12,2,0,0,12,-2,1,1372
1088,2014,1,3,2013,12,3,0,0,10,-1,2.1,1071
1089,2014,1,4,2013,12,4,1,2,11,-3,2,962
1090,2014,1,5,2013,12,5,2,2,11,-1,2,968
1091,2014,1,6,2013,12,6,0,0,10,1,2,712
1092,2014,1,7,2013,12,7,0,0,8,0,2,585
1093,2014,1,8,2013,12,8,0,0,7,-3,2,619
1094,2014,1,9,2013,12,9,0,0,7,-2,2.1,670
1095,2014,1,10,2013,12,10,0,0,5,-2,2,700
1096,2014,1,11,2013,12,11,1,2,2,-2,2.5,1170
1097,2014,1,12,2013,12,12,2,2,2,-3,5.2,921
1098,2014,1,13,2013,12,13,0,0,6,-5,1,745
1099,2014,1,14,2013,12,14,0,0,10,-5,1,791
1100,2014,1,15,2013,12,15,0,0,7,-1,2,890
1101,2014,1,16,2013,12,16,0,0,12,-1,2,626
1102,2014,1,17,2013,12,17,0,0,12,-3,1,900
1103,2014,1,18,2013,12,18,1,2,10,-3,1.2,1411
1104,2014,1,19,2013,12,19,2,2,5,-1,2,1170
1105,2014,1,20,2013,12,20,0,0,9,-4,1,871
1106,2014,1,21,2013,12,21,0,0,13,-2,1,1214
1107,2014,1,22,2013,12,22,0,0,13,-3,1,1229
1108,2014,1,23,2013,12,23,0,0,14,-2,1,1082
1109,2014,1,24,2013,12,24,0,0,14,2,1.2,1038
1110,2014,1,25,2013,12,25,1,1,13,1,2,1122
1111,2014,1,26,2013,12,26,0,0,13,2,2,1070
1112,2014,1,27,2013,12,27,0,0,13,0,2,1179
1113,2014,1,28,2013,12,28,0,0,11,0,1,984
1114,2014,1,29,2013,12,29,0,0,13,0,1,912
1115,2014,1,30,2013,12,30,0,0,13,0,1,858
1116,2014,1,31,2014,1,1,1,7,19,3,1,1246
1117,2014,2,1,2014,1,2,2,7,21,3,1,5045
1118,2014,2,2,2014,1,3,3,7,21,3,1,10758
1119,2014,2,3,2014,1,4,4,7,21,4,1.2,12018
1120,2014,2,4,2014,1,5,5,7,19,7,1,11084
1121,2014,2,5,2014,1,6,6,7,12,6,2,8076
1122,2014,2,6,2014,1,7,7,7,12,6,2,5314
1123,2014,2,7,2014,1,8,0,0,14,2,1,4500
1124,2014,2,8,2014,1,9,0,0,5,-2,5,3789
1125,2014,2,9,2014,1,10,1,1,5,-2,5,3468
1126,2014,2,10,2014,1,11,0,0,8,-2,5.2,3052
1127,2014,2,11,2014,1,12,0,0,8,0,2,2316
1128,2014,2,12,2014,1,13,0,0,7,-1,2,2086
1129,2014,2,13,2014,1,14,0,0,12,0,1,1568
1130,2014,2,14,2014,1,15,0,0,9,0,2,1675
1131,2014,2,15,2014,1,16,1,2,9,0,5.4,1472
1132,2014,2,16,2014,1,17,2,2,7,0,4.5,1430
1133,2014,2,17,2014,1,18,0,0,5,-3,4,1387
1134,2014,2,18,2014,1,19,0,0,10,-3,1,1347
1135,2014,2,19,2014,1,20,0,0,15,-1,1,1675
1136,2014,2,20,2014,1,21,0,0,15,1,1,1822
1137,2014,2,21,2014,1,22,0,0,10,3,2,2246
1138,2014,2,22,2014,1,23,1,2,11,2,2,3183
1139,2014,2,23,2014,1,24,2,2,10,3,5.2,2332
1140,2014,2,24,2014,1,25,0,0,17,4,2,1420
1141,2014,2,25,2014,1,26,0,0,16,8,1.2,2365
1142,2014,2,26,2014,1,27,0,0,12,4,2,2840
1143,2014,2,27,2014,1,28,0,0,9,5,2,2944
1144,2014,2,28,2014,1,29,0,0,7,4,4,3454
1145,2014,3,1,2014,2,1,1,2,9,3,5,5510
1146,2014,3,2,2014,2,2,2,2,7,0,5.2,4495
1147,2014,3,3,2014,2,3,0,0,9,4,4.2,4304
1148,2014,3,4,2014,2,4,0,0,10,3,2.4,5014
1149,2014,3,5,2014,2,5,0,0,7,3,5.3,5973
1150,2014,3,6,2014,2,6,0,0,7,3,4.2,6245
1151,2014,3,7,2014,2,7,0,0,15,3,1.2,5122
1152,2014,3,8,2014,2,8,1,2,15,4,2,24230
1153,2014,3,9,2014,2,9,2,2,19,6,2,5186
1154,2014,3,10,2014,2,10,0,0,16,4,2,8125
1155,2014,3,11,2014,2,11,0,0,11,6,2.4,9083
1156,2014,3,12,2014,2,12,0,0,10,4,4.3,6845
1157,2014,3,13,2014,2,13,0,0,13,4,2,7783
1158,2014,3,14,2014,2,14,0,0,18,7,2,6765
1159,2014,3,15,2014,2,15,1,2,22,3,2,34929
1160,2014,3,16,2014,2,16,2,2,27,7,2,8355
1161,2014,3,17,2014,2,17,0,0,25,8,1.2,6478
1162,2014,3,18,2014,2,18,0,0,20,9,2.4,10292
1163,2014,3,19,2014,2,19,0,0,13,4,4,10670
1164,2014,3,20,2014,2,20,0,0,13,4,2,7706
1165,2014,3,21,2014,2,21,0,0,13,4,2,10040
1166,2014,3,22,2014,2,22,1,2,17,4,2,24951
1167,2014,3,23,2014,2,23,2,2,18,7,2.4,11095
1168,2014,3,24,2014,2,24,0,0,22,9,2,7550
1169,2014,3,25,2014,2,25,0,0,24,7,2,12465
1170,2014,3,26,2014,2,26,0,0,20,8,2,13382
1171,2014,3,27,2014,2,27,0,0,18,8,4.2,10544
1172,2014,3,28,2014,2,28,0,0,20,11,2,7953
1173,2014,3,29,2014,2,29,1,2,18,9,4.5,17346
1174,2014,3,30,2014,2,30,2,2,16,7,5,13111
1175,2014,3,31,2014,3,1,0,0,19,8,2.5,12479
1176,2014,4,1,2014,3,2,0,0,19,8,4.5,3708
1177,2014,4,2,2014,3,3,0,0,20,8,4.5,4571
1178,2014,4,3,2014,3,4,0,0,19,9,4.5,4599
1179,2014,4,4,2014,3,5,0,0,17,7,4.2,5498
1180,2014,4,5,2014,3,6,1,3,17,5,2,8143
1181,2014,4,6,2014,3,7,2,3,21,7,2,19080
1182,2014,4,7,2014,3,8,3,3,22,8,2,5276
1183,2014,4,8,2014,3,9,0,0,25,10,2.4,6465
1184,2014,4,9,2014,3,10,0,0,22,13,4,8291
1185,2014,4,10,2014,3,11,0,0,22,11,5.4,8328
1186,2014,4,11,2014,3,12,0,0,23,11,2,11215
1187,2014,4,12,2014,3,13,1,2,23,11,2,14300
1188,2014,4,13,2014,3,14,2,2,26,13,2,9679
1189,2014,4,14,2014,3,15,0,0,25,14,2,9953
1190,2014,4,15,2014,3,16,0,0,27,14,4,11703
1191,2014,4,16,2014,3,17,0,0,26,14,2,11845
1192,2014,4,17,2014,3,18,0,0,25,16,4.2,11680
1193,2014,4,18,2014,3,19,0,0,25,13,4.2,13364
1194,2014,4,19,2014,3,20,1,2,21,13,4.2,13070
1195,2014,4,20,2014,3,21,2,2,22,10,5,10977
1196,2014,4,21,2014,3,22,0,0,20,9,4.2,8808
1197,2014,4,22,2014,3,23,0,0,22,12,4.2,12355
1198,2014,4,23,2014,3,24,0,0,22,12,4,12266
1199,2014,4,24,2014,3,25,0,0,21,10,5.4,12122
1200,2014,4,25,2014,3,26,0,0,21,9,4,11841
1201,2014,4,26,2014,3,27,1,2,19,9,4,14796
1202,2014,4,27,2014,3,28,2,2,19,11,4.2,12181
1203,2014,4,28,2014,3,29,0,0,24,11,2,10547
1204,2014,4,29,2014,4,1,0,0,26,12,2.4,9298
1205,2014,4,30,2014,4,2,0,0,20,13,4,7713
1206,2014,5,1,2014,4,3,1,3,21,11,4.2,10268
1207,2014,5,2,2014,4,4,2,3,21,10,2.4,20994
1208,2014,5,3,2014,4,5,3,3,19,10,4.2,7014
1209,2014,5,4,2014,4,6,0,0,22,9,2,6040
1210,2014,5,5,2014,4,7,0,0,23,8,2,5872
1211,2014,5,6,2014,4,8,0,0,25,7,2,6817
1212,2014,5,7,2014,4,9,0,0,25,10,4,7692
1213,2014,5,8,2014,4,10,0,0,21,14,4.6,8258
1214,2014,5,9,2014,4,11,0,0,19,10,4,8933
1215,2014,5,10,2014,4,12,1,2,23,8,2.4,12306
1216,2014,5,11,2014,4,13,2,2,23,13,4,9839
1217,2014,5,12,2014,4,14,0,0,22,14,4.5,10524
1218,2014,5,13,2014,4,15,0,0,21,11,5,9946
1219,2014,5,14,2014,4,16,0,0,17,9,4,9094
1220,2014,5,15,2014,4,17,0,0,20,10,5.4,10253
1221,2014,5,16,2014,4,18,0,0,23,12,4,11378
1222,2014,5,17,2014,4,19,1,2,25,12,4,12994
1223,2014,5,18,2014,4,20,2,2,26,13,2,10429
1224,2014,5,19,2014,4,21,0,0,25,14,4.5,8986
1225,2014,5,20,2014,4,22,0,0,24,13,4,10966
1226,2014,5,21,2014,4,23,0,0,24,14,4.5,12070
1227,2014,5,22,2014,4,24,0,0,25,15,4.2,10557
1228,2014,5,23,2014,4,25,0,0,28,16,4.2,13400
1229,2014,5,24,2014,4,26,1,2,24,14,2.4,13817
1230,2014,5,25,2014,4,27,2,2,21,12,4,11585
1231,2014,5,26,2014,4,28,0,0,24,13,4,9215
1232,2014,5,27,2014,4,29,0,0,24,14,5.4,10303
1233,2014,5,28,2014,4,30,0,0,26,16,4,9872
1234,2014,5,29,2014,5,1,0,0,24,14,5.6,10205
1235,2014,5,30,2014,5,2,0,0,27,15,4,10581
1236,2014,5,31,2014,5,3,1,3,32,18,1.2,15085
1237,2014,6,1,2014,5,4,2,3,33,15,2.1,18822
1238,2014,6,2,2014,5,5,3,3,26,17,4.4,8425
1239,2014,6,3,2014,5,6,0,0,24,17,4.6,6882
1240,2014,6,4,2014,5,7,0,0,24,16,5.6,8336
1241,2014,6,5,2014,5,8,0,0,28,18,2.4,10454
1242,2014,6,6,2014,5,9,0,0,28,18,2.4,11849
1243,2014,6,7,2014,5,10,1,2,28,18,2.4,13792
1244,2014,6,8,2014,5,11,2,2,24,16,5.2,11651
1245,2014,6,9,2014,5,12,0,0,24,16,5.2,10614
1246,2014,6,10,2014,5,13,0,0,25,16,4.5,10842
1247,2014,6,11,2014,5,14,0,0,20,14,5.4,11874
1248,2014,6,12,2014,5,15,0,0,24,15,5,12877
1249,2014,6,13,2014,5,16,0,0,25,15,5.4,13297
1250,2014,6,14,2014,5,17,1,2,27,16,5.2,13093
1251,2014,6,15,2014,5,18,2,2,30,17,2,12230
1252,2014,6,16,2014,5,19,0,0,30,17,2,12395
1253,2014,6,17,2014,5,20,0,0,29,18,2.4,13374
1254,2014,6,18,2014,5,21,0,0,25,17,5,13761
1255,2014,6,19,2014,5,22,0,0,24,15,4.5,13900
1256,2014,6,20,2014,5,23,0,0,25,15,4,15360
1257,2014,6,21,2014,5,24,1,2,27,16,5.2,14716
1258,2014,6,22,2014,5,25,2,2,22,17,4.5,13721
1259,2014,6,23,2014,5,26,0,0,22,17,5,11353
1260,2014,6,24,2014,5,27,0,0,26,17,5,12078
1261,2014,6,25,2014,5,28,0,0,25,17,4.5,10841
1262,2014,6,26,2014,5,29,0,0,25,17,4.5,12004
1263,2014,6,27,2014,6,1,0,0,22,17,4.5,14988
1264,2014,6,28,2014,6,2,1,2,27,17,5.4,15408
1265,2014,6,29,2014,6,3,2,2,27,16,4,16309
1266,2014,6,30,2014,6,4,0,0,28,16,4.2,15472
1267,2014,7,1,2014,6,5,0,0,31,18,2,15818
1268,2014,7,2,2014,6,6,0,0,30,22,2,15194
1269,2014,7,3,2014,6,7,0,0,31,16,2,15352
1270,2014,7,4,2014,6,8,0,0,30,20,4.2,20404
1271,2014,7,5,2014,6,9,1,2,27,20,4.5,21911
1272,2014,7,6,2014,6,10,2,2,29,21,4,22872
1273,2014,7,7,2014,6,11,0,0,29,19,5,21816
1274,2014,7,8,2014,6,12,0,0,26,20,6.4,20776
1275,2014,7,9,2014,6,13,0,0,21,15,6.5,20947
1276,2014,7,10,2014,6,14,0,0,25,17,5,22500
1277,2014,7,11,2014,6,15,0,0,26,18,5,25219
1278,2014,7,12,2014,6,16,1,2,26,18,2,25005
1279,2014,7,13,2014,6,17,2,2,29,16,2,24247
1281,2014,7,15,2014,6,19,0,0,31,15,2,26731
1282,2014,7,16,2014,6,20,0,0,31,15,2,29096
1283,2014,7,17,2014,6,21,0,0,31,20,2,28806
1284,2014,7,18,2014,6,22,0,0,28,20,2,29114
1285,2014,7,19,2014,6,23,1,2,31,21,4.5,32383
1286,2014,7,20,2014,6,24,2,2,30,22,4,27818
1287,2014,7,21,2014,6,25,0,0,32,21,2,26934
1288,2014,7,22,2014,6,26,0,0,27,20,4,26681
1289,2014,7,23,2014,6,27,0,0,30,17,2,28044
1290,2014,7,24,2014,6,28,0,0,34,17,1.2,26322
1291,2014,7,25,2014,6,29,0,0,34,18,2,30174
1292,2014,7,26,2014,6,30,1,2,32,20,2,29968
1293,2014,7,27,2014,7,1,2,2,30,17,2,34577
1294,2014,7,28,2014,7,2,0,0,30,17,4.3,39266
1295,2014,7,29,2014,7,3,0,0,31,19,5,34632
1296,2014,7,30,2014,7,4,0,0,32,20,5,31296
1297,2014,7,31,2014,7,5,0,0,27,18,5.4,29731
1298,2014,8,1,2014,7,6,0,0,32,20,4.2,28973
1299,2014,8,2,2014,7,7,1,2,31,20,2,29734
1300,2014,8,3,2014,7,8,2,2,32,19,2,33358
1301,2014,8,4,2014,7,9,0,0,30,20,2.5,36955
1302,2014,8,5,2014,7,10,0,0,25,20,5.6,36638
1303,2014,8,6,2014,7,11,0,0,24,18,6,36467
1304,2014,8,7,2014,7,12,0,0,21,18,6,34228
1305,2014,8,8,2014,7,13,0,0,25,19,5,32734
1306,2014,8,9,2014,7,14,1,2,26,16,5,26747
1307,2014,8,10,2014,7,15,2,2,25,16,5,28538
1308,2014,8,11,2014,7,16,0,0,26,17,2.4,29249
1309,2014,8,12,2014,7,17,0,0,25,14,5,30331
1310,2014,8,13,2014,7,18,0,0,26,14,5,32372
1311,2014,8,14,2014,7,19,0,0,26,15,5.2,30942
1312,2014,8,15,2014,7,20,0,0,25,16,5,32232
1313,2014,8,16,2014,7,21,1,2,25,17,5,30005
1314,2014,8,17,2014,7,22,2,2,28,18,5.2,30389
1315,2014,8,18,2014,7,23,0,0,28,18,2,28551
1316,2014,8,19,2014,7,24,0,0,32,19,1.2,27636
1317,2014,8,20,2014,7,25,0,0,23,17,5,26235
1318,2014,8,21,2014,7,26,0,0,22,17,5,24367
1319,2014,8,22,2014,7,27,0,0,27,15,5.2,25194
1320,2014,8,23,2014,7,28,1,2,30,14,2,22374
1321,2014,8,24,2014,7,29,2,2,26,15,2.5,20628
1322,2014,8,25,2014,8,1,0,0,24,15,5,19302
1323,2014,8,26,2014,8,2,0,0,28,16,5.2,16925
1324,2014,8,27,2014,8,3,0,0,30,16,1,16191
1325,2014,8,28,2014,8,4,0,0,26,17,2.4,14398
1326,2014,8,29,2014,8,5,0,0,25,17,6.5,12919
1327,2014,8,30,2014,8,6,1,2,24,17,5,11837
1328,2014,8,31,2014,8,7,2,2,22,15,5,11500
1329,2014,9,1,2014,8,8,0,0,27,15,5.2,10806
1330,2014,9,2,2014,8,9,0,0,28,13,2,12377
1331,2014,9,3,2014,8,10,0,0,29,15,2,14518
1332,2014,9,4,2014,8,11,0,0,26,17,5,15030
1333,2014,9,5,2014,8,12,0,0,26,17,5,15517
1334,2014,9,6,2014,8,13,1,3,26,17,5.6,16554
1335,2014,9,7,2014,8,14,2,3,25,17,5,19991
1336,2014,9,8,2014,8,15,3,3,26,17,5,11774
1337,2014,9,9,2014,8,16,0,0,25,18,5.4,10534
1338,2014,9,10,2014,8,17,0,0,23,18,5,13987
1339,2014,9,11,2014,8,18,0,0,25,17,6.5,16940
1340,2014,9,12,2014,8,19,0,0,23,16,5,22707
1341,2014,9,13,2014,8,20,1,2,21,15,5,21096
1342,2014,9,14,2014,8,21,2,2,21,13,5.3,21322
1343,2014,9,15,2014,8,22,0,0,21,15,4,18042
1344,2014,9,16,2014,8,23,0,0,21,16,6.5,22050
1345,2014,9,17,2014,8,24,0,0,26,14,5.2,17809
1346,2014,9,18,2014,8,25,0,0,27,12,1,19944
1347,2014,9,19,2014,8,26,0,0,24,17,2,26536
1348,2014,9,20,2014,8,27,1,2,24,17,2,23799
1349,2014,9,21,2014,8,28,2,2,20,16,6,19942
1350,2014,9,22,2014,8,29,0,0,17,16,6.5,20532
1351,2014,9,23,2014,8,30,0,0,21,13,2,20634
1352,2014,9,24,2014,9,1,0,0,21,13,2,20902
1353,2014,9,25,2014,9,2,0,0,21,15,4.6,18889
1354,2014,9,26,2014,9,3,0,0,20,14,6.5,17849
1355,2014,9,27,2014,9,4,1,1,27,12,2.1,16404
1356,2014,9,28,2014,9,5,0,0,27,14,1,15838
1357,2014,9,29,2014,9,6,0,0,27,14,5.2,16363
1358,2014,9,30,2014,9,7,0,0,27,14,5.2,12072
1359,2014,10,1,2014,9,8,1,7,28,14,2,8721
1360,2014,10,2,2014,9,9,2,7,28,15,2,21879
1361,2014,10,3,2014,9,10,3,7,21,11,2,31051
1362,2014,10,4,2014,9,11,4,7,26,12,2,41527
1363,2014,10,5,2014,9,12,5,7,26,10,1.2,40446
1364,2014,10,6,2014,9,13,6,7,22,13,5,22299
1365,2014,10,7,2014,9,14,7,7,21,13,5,14449
1366,2014,10,8,2014,9,15,0,0,24,12,5.3,15773
1367,2014,10,9,2014,9,16,0,0,15,13,5,17325
1368,2014,10,10,2014,9,17,0,0,15,13,5,21356
1369,2014,10,11,2014,9,18,1,2,17,8,5.4,23312
1370,2014,10,12,2014,9,19,2,2,17,8,5.4,24818
1371,2014,10,13,2014,9,20,0,0,18,9,2.5,25516
1372,2014,10,14,2014,9,21,0,0,18,9,2.5,10820
1373,2014,10,15,2014,9,22,0,0,19,11,5,27014
1374,2014,10,16,2014,9,23,0,0,19,11,5,26728
1375,2014,10,17,2014,9,24,0,0,18,11,5,32754
