ID,Year,Month,Day,Lunar_Year,Lunar_Month,Lunar_Day,Holiday,Totall_Holiday,Temperature_Up,Temperature_Down,Weather,visitor_count
454,2012,4,9,2012,3,19,0,0,19,9,4,5062
455,2012,4,10,2012,3,20,0,0,21,7,4,6431
456,2012,4,11,2012,3,21,0,0,21,7,4,8237
457,2012,4,12,2012,3,22,0,0,18,10,4,7349
458,2012,4,13,2012,3,23,0,0,20,8,4,8916
459,2012,4,14,2012,3,24,1,2,19,9,2.4,10426
460,2012,4,15,2012,3,25,2,2,11,6,6.5,8607
461,2012,4,16,2012,3,26,0,0,10,7,6.5,7338
462,2012,4,17,2012,3,27,0,0,19,5,2,9003
463,2012,4,18,2012,3,28,0,0,20,8,4.2,10702
464,2012,4,19,2012,3,29,0,0,20,10,4.2,9618
465,2012,4,20,2012,3,30,0,0,20,6,2,11712
466,2012,4,21,2012,4,1,1,2,23,9,2,12390
467,2012,4,22,2012,4,2,2,2,26,10,2.4,14092
468,2012,4,23,2012,4,3,0,0,19,13,5.4,11423
469,2012,4,24,2012,4,4,0,0,21,10,4.2,12328
470,2012,4,25,2012,4,5,0,0,19,4,2,10943
471,2012,4,26,2012,4,6,0,0,24,8,2,9776
472,2012,4,27,2012,4,7,0,0,22,9,2.4,10719
473,2012,4,28,2012,4,8,0,0,24,11,5.4,9757
474,2012,4,29,2012,4,9,1,3,26,10,4,13564
475,2012,4,30,2012,4,10,2,3,28,16,4,18707
476,2012,5,1,2012,4,11,3,3,19,14,4,8303
477,2012,5,2,2012,4,12,0,0,18,11,4,6445
478,2012,5,3,2012,4,13,0,0,21,12,4,6268
479,2012,5,4,2012,4,14,0,0,21,14,2,6829
480,2012,5,5,2012,4,15,1,2,23,14,4.2,7880
481,2012,5,6,2012,4,16,2,2,23,15,2,8152
482,2012,5,7,2012,4,17,0,0,29,16,2,7586
483,2012,5,8,2012,4,18,0,0,28,15,4.2,8454
484,2012,5,9,2012,4,19,0,0,28,14,2,9640
485,2012,5,10,2012,4,20,0,0,24,14,5,11053
486,2012,5,11,2012,4,21,0,0,23,14,5.4,11657
487,2012,5,12,2012,4,22,1,2,21,11,5.4,13024
488,2012,5,13,2012,4,23,2,2,16,12,5.4,12073
489,2012,5,14,2012,4,24,0,0,23,10,5.4,11002
490,2012,5,15,2012,4,25,0,0,24,10,4,12020
491,2012,5,16,2012,4,26,0,0,26,13,5.4,11801
492,2012,5,17,2012,4,27,0,0,27,13,5.2,11466
493,2012,5,18,2012,4,28,0,0,28,13,2,14465
494,2012,5,19,2012,4,29,1,2,28,13,2,13628
495,2012,5,20,2012,4,30,2,2,21,18,4,12703
496,2012,5,21,2012,68,1,0,0,19,13,6.4,11004
497,2012,5,22,2012,68,2,0,0,18,12,5.4,11857
498,2012,5,23,2012,68,3,0,0,18,12,5,12493
499,2012,5,24,2012,68,4,0,0,19,12,5.1,11912
500,2012,5,25,2012,68,5,0,0,23,14,2,13556
501,2012,5,26,2012,68,6,1,2,26,13,2,14091
502,2012,5,27,2012,68,7,2,2,24,14,5,12569
503,2012,5,28,2012,68,8,0,0,20,15,5.2,10400
504,2012,5,29,2012,68,9,0,0,28,13,2,10505
505,2012,5,30,2012,68,10,0,0,25,12,5,9909
506,2012,5,31,2012,68,11,0,0,23,14,4.2,10159
507,2012,6,1,2012,68,12,0,0,26,12,2,11028
508,2012,6,2,2012,68,13,1,2,22,14,5,12132
509,2012,6,3,2012,68,14,2,2,20,15,5,11034
510,2012,6,4,2012,68,15,0,0,21,15,5.4,10008
511,2012,6,5,2012,68,16,0,0,23,16,5,10321
512,2012,6,6,2012,68,17,0,0,23,15,5.4,11461
513,2012,6,7,2012,68,18,0,0,27,14,4,12384
514,2012,6,8,2012,68,19,0,0,24,16,4,13041
515,2012,6,9,2012,68,20,1,2,27,15,5.4,12805
516,2012,6,10,2012,68,21,2,2,27,16,5.4,13577
517,2012,6,11,2012,68,22,0,0,28,16,5.2,13090
518,2012,6,12,2012,68,23,0,0,28,16,4.2,12743
519,2012,6,13,2012,68,24,0,0,27,16,4,14321
520,2012,6,14,2012,68,25,0,0,26,16,5,14516
521,2012,6,15,2012,68,26,0,0,27,15,5,16107
522,2012,6,16,2012,68,27,1,2,23,13,5,16398
523,2012,6,17,2012,68,28,2,2,23,14,2,15537
524,2012,6,18,2012,68,29,0,0,27,16,2,13723
525,2012,6,19,2012,5,1,0,0,28,15,4,13096
526,2012,6,20,2012,5,2,0,0,30,18,4.2,14225
527,2012,6,21,2012,5,3,0,0,32,16,2,11844
528,2012,6,22,2012,5,4,1,3,32,17,2.4,16558
529,2012,6,23,2012,5,5,2,3,29,18,5,21160
530,2012,6,24,2012,5,6,3,3,27,16,6.5,13088
531,2012,6,25,2012,5,7,0,0,24,17,5,11839
532,2012,6,26,2012,5,8,0,0,25,17,5.4,11376
533,2012,6,27,2012,5,9,0,0,21,15,5.6,13383
534,2012,6,28,2012,5,10,0,0,20,15,6.5,13210
535,2012,6,29,2012,5,11,0,0,24,19,5,13538
536,2012,6,30,2012,5,12,1,2,25,19,5.4,15109
537,2012,7,1,2012,5,13,2,2,25,18,4.6,16227
538,2012,7,2,2012,5,14,0,0,24,19,6.5,14676
539,2012,7,3,2012,5,15,0,0,27,17,5.4,14098
540,2012,7,4,2012,5,16,0,0,30,18,2,13855
541,2012,7,5,2012,5,17,0,0,31,18,2.4,15839
542,2012,7,6,2012,5,18,0,0,27,20,6,19202
543,2012,7,7,2012,5,19,1,2,25,19,6.5,19377
544,2012,7,8,2012,5,20,2,2,26,19,6.5,19202
545,2012,7,9,2012,5,21,0,0,24,18,5,18825
546,2012,7,10,2012,5,22,0,0,30,17,5.4,20391
547,2012,7,11,2012,5,23,0,0,29,18,6.4,21572
548,2012,7,12,2012,5,24,0,0,28,19,2,22179
549,2012,7,13,2012,5,25,0,0,29,20,2.4,25500
550,2012,7,14,2012,5,26,1,2,29,19,4,23813
551,2012,7,15,2012,5,27,2,2,31,19,5,24694
552,2012,7,16,2012,5,28,0,0,23,19,6.5,21991
553,2012,7,17,2012,5,29,0,0,24,17,6.4,21909
554,2012,7,18,2012,5,30,0,0,25,17,4,22985
555,2012,7,19,2012,6,1,0,0,24,18,5,20133
556,2012,7,20,2012,6,2,0,0,25,20,6.6,23308
557,2012,7,21,2012,6,3,1,2,22,17,4.5,23394
558,2012,7,22,2012,6,4,2,2,24,17,6.5,22153
559,2012,7,23,2012,6,5,0,0,24,17,5.2,20192
560,2012,7,24,2012,6,6,0,0,27,17,2,21876
561,2012,7,25,2012,6,7,0,0,30,19,2,22141
562,2012,7,26,2012,6,8,0,0,28,19,4.6,22516
563,2012,7,27,2012,6,9,0,0,28,21,6.2,25009
564,2012,7,28,2012,6,10,1,2,29,20,2,23635
565,2012,7,29,2012,6,11,2,2,31,21,2,24313
566,2012,7,30,2012,6,12,0,0,25,17,6.6,23169
567,2012,7,31,2012,6,13,0,0,24,18,5,22696
568,2012,8,1,2012,6,14,0,0,24,19,5.4,22910
569,2012,8,2,2012,6,15,0,0,30,17,2,22410
570,2012,8,3,2012,6,16,0,0,31,19,2,26847
571,2012,8,4,2012,6,17,1,2,30,21,4,27562
572,2012,8,5,2012,6,18,2,2,28,20,2.4,28574
573,2012,8,6,2012,6,19,0,0,26,21,2,25695
574,2012,8,7,2012,6,20,0,0,31,20,1,26647
575,2012,8,8,2012,6,21,0,0,33,22,1,26632
576,2012,8,9,2012,6,22,0,0,33,21,1,26578
577,2012,8,10,2012,6,23,0,0,33,21,1,28730
578,2012,8,11,2012,6,24,1,2,33,22,1,28707
579,2012,8,12,2012,6,25,2,2,33,22,1.2,29916
580,2012,8,13,2012,6,26,0,0,34,21,4,26531
581,2012,8,14,2012,6,27,0,0,28,21,5.2,24344
582,2012,8,15,2012,6,28,0,0,30,19,2.4,26302
583,2012,8,16,2012,6,29,0,0,29,20,4.6,23728
584,2012,8,17,2012,7,1,0,0,25,21,6,28029
585,2012,8,18,2012,7,2,1,2,25,18,5.4,24444
586,2012,8,19,2012,7,3,2,2,25,17,5,21477
587,2012,8,20,2012,7,4,0,0,25,16,5.6,21097
588,2012,8,21,2012,7,5,0,0,25,16,5,17695
589,2012,8,22,2012,7,6,0,0,25,16,2,18318
590,2012,8,23,2012,7,7,0,0,26,18,2,17038
591,2012,8,24,2012,7,8,0,0,29,17,4.2,18660
592,2012,8,25,2012,7,9,1,2,30,17,2,17582
593,2012,8,26,2012,7,10,2,2,27,15,2.4,15484
594,2012,8,27,2012,7,11,0,0,29,18,4.2,13982
595,2012,8,28,2012,7,12,0,0,25,15,4.5,11768
596,2012,8,29,2012,7,13,0,0,23,16,3.5,11756
597,2012,8,30,2012,7,14,0,0,21,17,5,10143
598,2012,8,31,2012,7,15,0,0,18,14,5,10616
599,2012,9,1,2012,7,16,1,2,23,16,2.1,9125
600,2012,9,2,2012,7,17,2,2,28,15,2.1,10918
601,2012,9,3,2012,7,18,0,0,30,18,2,12402
602,2012,9,4,2012,7,19,0,0,27,15,2,13942
603,2012,9,5,2012,7,20,0,0,28,18,1,16577
604,2012,9,6,2012,7,21,0,0,29,19,2.4,14939
605,2012,9,7,2012,7,22,0,0,23,17,5.2,18689
606,2012,9,8,2012,7,23,1,2,29,15,2.4,18141
607,2012,9,9,2012,7,24,2,2,23,17,6,18850
608,2012,9,10,2012,7,25,0,0,23,17,6,19162
609,2012,9,11,2012,7,26,0,0,28,16,2,16844
610,2012,9,12,2012,7,27,0,0,21,13,1,16950
611,2012,9,13,2012,7,28,0,0,20,11,1,18386
612,2012,9,14,2012,7,29,0,0,22,12,2.4,20228
613,2012,9,15,2012,7,30,1,2,20,12,5.2,19908
614,2012,9,16,2012,8,1,2,2,20,10,4.2,17929
615,2012,9,17,2012,8,2,0,0,24,13,2,17010
616,2012,9,18,2012,8,3,0,0,20,13,4,18056
617,2012,9,19,2012,8,4,0,0,23,14,5.4,17671
618,2012,9,20,2012,8,5,0,0,20,14,5.4,16694
619,2012,9,21,2012,8,6,0,0,20,12,5.4,19196
620,2012,9,22,2012,8,7,1,2,22,13,5.4,16301
621,2012,9,23,2012,8,8,2,2,21,14,5.4,14656
622,2012,9,24,2012,8,9,0,0,20,15,4.2,12483
623,2012,9,25,2012,8,10,0,0,20,14,5.2,11122
624,2012,9,26,2012,8,11,0,0,23,14,2,10959
625,2012,9,27,2012,8,12,0,0,23,13,4.2,10159
626,2012,9,28,2012,8,13,0,0,19,14,4,9830
627,2012,9,29,2012,8,14,0,0,20,14,4.2,10725
628,2012,9,30,2012,8,15,1,8,25,14,2,14221
629,2012,10,1,2012,8,16,2,8,20,14,4.2,34735
630,2012,10,2,2012,8,17,3,8,20,13,2.4,49118
631,2012,10,3,2012,8,18,4,8,20,14,5.4,54761
632,2012,10,4,2012,8,19,5,8,18,13,5.4,48947
633,2012,10,5,2012,8,20,6,8,18,11,6.4,33054
634,2012,10,6,2012,8,21,7,8,18,12,4,17396
635,2012,10,7,2012,8,22,8,8,19,13,4,10991
636,2012,10,8,2012,8,23,0,0,17,11,4,10239
637,2012,10,9,2012,8,24,0,0,16,12,4,11453
638,2012,10,10,2012,8,25,0,0,16,9,5.4,15352
639,2012,10,11,2012,8,26,0,0,28,16,2,18094
640,2012,10,12,2012,8,27,0,0,17,10,6.4,21862
641,2012,10,13,2012,8,28,1,2,18,11,5.2,23774
642,2012,10,14,2012,8,29,2,2,20,11,2,21689
643,2012,10,15,2012,9,1,0,0,17,12,4,23014
644,2012,10,16,2012,9,2,0,0,19,9,2,22319
645,2012,10,17,2012,9,3,0,0,21,8,2,24781
646,2012,10,18,2012,9,4,0,0,20,11,2,22507
647,2012,10,19,2012,9,5,0,0,19,10,2,25065
648,2012,10,20,2012,9,6,1,2,16,10,2.4,26341
649,2012,10,21,2012,9,7,2,2,15,12,4.2,24593
650,2012,10,22,2012,9,8,0,0,19,8,4.2,22160
651,2012,10,23,2012,9,9,0,0,16,9,4.2,20913
652,2012,10,24,2012,9,10,0,0,17,8,5.4,21311
653,2012,10,25,2012,9,11,0,0,18,7,4.2,20451
654,2012,10,26,2012,9,12,0,0,21,9,2,25884
655,2012,10,27,2012,9,13,1,2,20,8,2,24559
656,2012,10,28,2012,9,14,2,2,20,10,4,20125
657,2012,10,29,2012,9,15,0,0,16,11,4.2,13237
658,2012,10,30,2012,9,16,0,0,16,6,1,12049
659,2012,10,31,2012,9,17,0,0,17,4,1,11616
660,2012,11,1,2012,9,18,0,0,18,5,2,10793
661,2012,11,2,2012,9,19,0,0,18,5,2,15163
662,2012,11,3,2012,9,20,1,2,17,8,2,15209
663,2012,11,4,2012,9,21,2,2,16,3,2,11613
664,2012,11,5,2012,9,22,0,0,18,4,1.2,9676
665,2012,11,6,2012,9,23,0,0,12,4,4,8530
666,2012,11,7,2012,9,24,0,0,11,6,4,7749
667,2012,11,8,2012,9,25,0,0,12,6,3.5,7134
668,2012,11,9,2012,9,26,0,0,14,4,2,8887
669,2012,11,10,2012,9,27,1,2,17,4,2,7492
670,2012,11,11,2012,9,28,2,2,16,3,1,5512
671,2012,11,12,2012,9,29,0,0,18,3,1,4006
672,2012,11,13,2012,9,30,0,0,18,4,1.2,4543
673,2012,11,14,2012,10,1,0,0,17,2,4,3984
674,2012,11,15,2012,10,2,0,0,15,7,4.2,3224
675,2012,11,16,2012,10,3,0,0,15,7,1.2,7180
676,2012,11,17,2012,10,4,1,2,16,2,1,7068
677,2012,11,18,2012,10,5,2,2,15,1,1,5993
678,2012,11,19,2012,10,6,0,0,15,1,1,4704
679,2012,11,20,2012,10,7,0,0,14,1,1,4628
680,2012,11,21,2012,10,8,0,0,15,5,1,5247
681,2012,11,22,2012,10,9,0,0,8,4,2,4276
682,2012,11,23,2012,10,10,0,0,11,2,2,5187
683,2012,11,24,2012,10,11,1,2,9,0,4,4504
684,2012,11,25,2012,10,12,2,2,9,1,2,4270
685,2012,11,26,2012,10,13,0,0,9,1,2,2355
686,2012,11,27,2012,10,14,0,0,8,0,2,3578
687,2012,11,28,2012,10,15,0,0,9,0,2,2694
688,2012,11,29,2012,10,16,0,0,11,-1,2,2812
689,2012,11,30,2012,10,17,0,0,11,-1,4.2,2946
690,2012,12,1,2012,10,18,1,2,13,1,2,2821
691,2012,12,2,2012,10,19,2,2,14,0,1.2,2681
692,2012,12,3,2012,10,20,0,0,13,3,2,2089
693,2012,12,4,2012,10,21,0,0,11,2,2,2321
694,2012,12,5,2012,10,22,0,0,13,2,1,2343
695,2012,12,6,2012,10,23,0,0,13,-1,1,2224
696,2012,12,7,2012,10,24,0,0,12,1,1,1973
697,2012,12,8,2012,10,25,1,2,10,0,2,2905
698,2012,12,9,2012,10,26,2,2,10,0,2,2230
699,2012,12,10,2012,10,27,0,0,12,-1,2,1574
700,2012,12,11,2012,10,28,0,0,12,-1,2,1785
701,2012,12,12,2012,10,29,0,0,12,3,4.2,1717
702,2012,12,13,2012,11,1,0,0,12,3,1,1772
703,2012,12,14,2012,11,2,0,0,12,3,1,1837
704,2012,12,15,2012,11,3,1,2,12,-1,1,2184
705,2012,12,16,2012,11,4,2,2,10,0,1.2,1908
706,2012,12,17,2012,11,5,0,0,9,3,1,1333
707,2012,12,18,2012,11,6,0,0,9,2,2,1568
708,2012,12,19,2012,11,7,0,0,6,2,2.5,1404
709,2012,12,20,2012,11,8,0,0,4,0,5,1306
710,2012,12,21,2012,11,9,0,0,8,0,2,1242
711,2012,12,22,2012,11,10,1,2,7,-5,1,1715
712,2012,12,23,2012,11,11,2,2,8,-4,1,1480
713,2012,12,24,2012,11,12,0,0,5,-7,1,1641
714,2012,12,25,2012,11,13,0,0,6,-4,2,1299
715,2012,12,26,2012,11,14,0,0,7,-2,1.2,1213
716,2012,12,27,2012,11,15,0,0,5,-4,2,1489
717,2012,12,28,2012,11,16,0,0,2,0,5,1382
718,2012,12,29,2012,11,17,1,2,4,-4,5.2,1342
719,2012,12,30,2012,11,18,2,2,5,-6,1,2450
720,2012,12,31,2012,11,19,0,0,8,-6,1,3590
721,2013,1,1,2012,11,20,1,3,5,-6,1.2,3243
722,2013,1,2,2012,11,21,2,3,3,-4,4,3529
723,2013,1,3,2012,11,22,3,3,3,-4,2.1,1207
724,2013,1,4,2012,11,23,0,0,5,-4,2,721
725,2013,1,5,2012,11,24,0,0,4,-2,2,642
726,2013,1,6,2012,11,25,0,0,4,-2,2,621
727,2013,1,7,2012,11,26,0,0,4,-2,5,510
728,2013,1,8,2012,11,27,0,0,5,-3,2,705
729,2013,1,9,2012,11,28,0,0,8,-4,2,386
730,2013,1,10,2012,11,29,0,0,7,-5,2,784
731,2013,1,11,2012,11,30,0,0,7,-5,2.1,746
732,2013,1,12,2012,11,31,1,2,8,-4,1,1240
733,2013,1,13,2012,12,2,2,2,9,-5,1.2,840
734,2013,1,14,2012,12,3,0,0,12,-5,1,736
735,2013,1,15,2012,12,4,0,0,10,-4,1,589
736,2013,1,16,2012,12,5,0,0,9,-4,1,608
737,2013,1,17,2012,12,6,0,0,12,-3,1,743
738,2013,1,18,2012,12,7,0,0,10,-2,1.2,788
739,2013,1,19,2012,12,8,1,2,6,0,2.4,1020
740,2013,1,20,2012,12,9,2,2,6,2,3.2,842
741,2013,1,21,2012,12,10,0,0,7,0,2.1,981
742,2013,1,22,2012,12,11,0,0,10,-3,2,896
743,2013,1,23,2012,12,12,0,0,12,-3,2,827
744,2013,1,24,2012,12,13,0,0,13,-2,2,805
745,2013,1,25,2012,12,14,0,0,13,-1,2.1,918
746,2013,1,26,2012,12,15,1,2,12,-3,1,1429
747,2013,1,27,2012,12,16,2,2,13,-2,1,1029
748,2013,1,28,2012,12,17,0,0,14,0,1,937
749,2013,1,29,2012,12,18,0,0,12,1,2,1077
750,2013,1,30,2012,12,19,0,0,15,0,2,1146
751,2013,1,31,2012,12,20,0,0,14,1,2,1133
752,2013,2,1,2012,12,21,0,0,15,-1,2,770
753,2013,2,2,2012,12,22,1,2,13,1,2,1306
754,2013,2,3,2012,12,23,2,2,15,3,2,1012
755,2013,2,4,2012,12,24,0,0,16,2,1,886
756,2013,2,5,2012,12,25,0,0,17,3,1,900
757,2013,2,6,2012,12,26,0,0,14,3,1.2,907
758,2013,2,7,2012,12,27,0,0,8,2,4.5,910
759,2013,2,8,2012,12,28,0,0,6,0,5.3,554
760,2013,2,9,2012,12,29,1,7,12,-2,2,755
761,2013,2,10,2013,1,1,2,7,13,-1,2,4809
762,2013,2,11,2013,1,2,3,7,13,1,2,5158
763,2013,2,12,2013,1,3,4,7,10,1,2,8857
764,2013,2,13,2013,1,4,5,7,6,2,2.5,7835
765,2013,2,14,2013,1,5,6,7,8,0,2,6457
766,2013,2,15,2013,1,6,7,7,11,1,2,3735
767,2013,2,16,2013,1,7,0,0,13,-1,2,4311
768,2013,2,17,2013,1,8,0,0,5,3,2.5,2994
769,2013,2,18,2013,1,9,0,0,5,1,4.2,2718
770,2013,2,19,2013,1,10,0,0,9,0,2,2183
771,2013,2,20,2013,1,11,0,0,8,3,5,2556
772,2013,2,21,2013,1,12,0,0,11,3,2,1985
773,2013,2,22,2013,1,13,0,0,16,0,2,1719
774,2013,2,23,2013,1,14,1,2,17,1,1,2063
775,2013,2,24,2013,1,15,2,2,16,3,1.2,1297
776,2013,2,25,2013,1,16,0,0,16,3,2.1,1012
777,2013,2,26,2013,1,17,0,0,20,3,1,1565
778,2013,2,27,2013,1,18,0,0,16,5,1.2,1415
779,2013,2,28,2013,1,19,0,0,13,6,2,1861
780,2013,3,1,2013,1,20,0,0,17,3,1,2075
781,2013,3,2,2013,1,21,1,2,15,1,1,2916
782,2013,3,3,2013,1,22,2,2,17,3,1.2,2569
783,2013,3,4,2013,1,23,0,0,16,4,1.4,1787
784,2013,3,5,2013,1,24,0,0,20,4,1.2,2799
785,2013,3,6,2013,1,25,0,0,21,5,2,3856
786,2013,3,7,2013,1,26,0,0,25,5,2,4231
787,2013,3,8,2013,1,27,0,0,24,8,2,6442
788,2013,3,9,2013,1,28,1,2,24,7,2,7807
789,2013,3,10,2013,1,29,2,2,19,9,2,5136
790,2013,3,11,2013,1,30,0,0,17,5,4.2,3852
791,2013,3,12,2013,2,1,0,0,21,7,2,5200
792,2013,3,13,2013,2,2,0,0,21,7,1,7270
793,2013,3,14,2013,2,3,0,0,20,8,2,5533
794,2013,3,15,2013,2,4,0,0,19,8,2,13841
795,2013,3,16,2013,2,5,1,2,14,10,5.2,9637
796,2013,3,17,2013,2,6,2,2,14,9,4,7580
797,2013,3,18,2013,2,7,0,0,15,6,4.2,4720
798,2013,3,19,2013,2,8,0,0,21,4,2,6399
799,2013,3,20,2013,2,9,0,0,22,6,2,9033
800,2013,3,21,2013,2,10,0,0,18,5,2.4,6421
801,2013,3,22,2013,2,11,0,0,22,10,3.2,10173
802,2013,3,23,2013,2,12,1,2,20,7,2,12572
803,2013,3,24,2013,2,13,2,2,16,10,4.2,8922
804,2013,3,25,2013,2,14,0,0,16,9,2,5311
805,2013,3,26,2013,2,15,0,0,21,8,2,9364
806,2013,3,27,2013,2,16,0,0,21,7,2,12080
807,2013,3,28,2013,2,17,0,0,20,8,2,8806
808,2013,3,29,2013,2,18,0,0,22,7,2,13761
809,2013,3,30,2013,2,19,1,2,21,9,2,18351
810,2013,3,31,2013,2,20,2,2,16,8,2.4,16708
811,2013,4,1,2013,2,21,0,0,16,10,2.3,4061
812,2013,4,2,2013,2,22,0,0,22,9,3.2,5192
813,2013,4,3,2013,2,23,0,0,22,9,2,5525
814,2013,4,4,2013,2,24,1,3,15,6,4,8452
815,2013,4,5,2013,2,25,2,3,15,4,2,23413
816,2013,4,6,2013,2,26,3,3,15,5,2,6077
817,2013,4,7,2013,2,27,0,0,17,7,2,4743
818,2013,4,8,2013,2,28,0,0,17,6,2,5517
819,2013,4,9,2013,2,29,0,0,19,9,2,6985
820,2013,4,10,2013,3,1,0,0,18,7,2,9399
821,2013,4,11,2013,3,2,0,0,15,8,2,7265
822,2013,4,12,2013,3,3,0,0,18,9,4.2,9276
823,2013,4,13,2013,3,4,1,2,22,7,2,8847
824,2013,4,14,2013,3,5,2,2,21,7,2.4,8062
825,2013,4,15,2013,3,6,0,0,23,10,4.2,7465
826,2013,4,16,2013,3,7,0,0,26,11,2,9915
827,2013,4,17,2013,3,8,0,0,24,10,2,11103
828,2013,4,18,2013,3,9,0,0,26,11,2,12238
829,2013,4,19,2013,3,10,0,0,22,11,2.4,12744
830,2013,4,20,2013,3,11,1,2,26,11,2,13939
831,2013,4,21,2013,3,12,2,2,23,13,2,10455
832,2013,4,22,2013,3,13,0,0,18,13,5,5549
833,2013,4,23,2013,3,14,0,0,17,10,5.4,7977
834,2013,4,24,2013,3,15,0,0,24,10,2,6418
835,2013,4,25,2013,3,16,0,0,25,9,2,5809
836,2013,4,26,2013,3,17,0,0,26,10,2,7188
837,2013,4,27,2013,3,18,0,0,24,9,2.4,5376
838,2013,4,28,2013,3,19,0,0,22,12,6.4,5665
839,2013,4,29,2013,3,20,1,3,20,12,2,8005
840,2013,4,30,2013,3,21,2,3,21,12,3.6,14653
841,2013,5,1,2013,3,22,3,3,15,12,5,6733
842,2013,5,2,2013,3,23,0,0,21,10,5,5684
843,2013,5,3,2013,3,24,0,0,24,10,2,4751
844,2013,5,4,2013,3,25,1,2,18,12,2.4,3725
845,2013,5,5,2013,3,26,2,2,19,13,4,3446
846,2013,5,6,2013,3,27,0,0,23,12,2.4,3144
847,2013,5,7,2013,3,28,0,0,20,10,4,3353
848,2013,5,8,2013,3,29,0,0,17,10,5.2,4029
849,2013,5,9,2013,3,30,0,0,21,10,2,4675
850,2013,5,10,2013,4,1,0,0,22,11,2,6306
851,2013,5,11,2013,4,2,1,2,22,12,2,6936
852,2013,5,12,2013,4,3,2,2,25,13,2.4,6400
853,2013,5,13,2013,4,4,0,0,23,13,5,5011
854,2013,5,14,2013,4,5,0,0,21,12,5.4,6365
855,2013,5,15,2013,4,6,0,0,17,14,6.5,6831
856,2013,5,16,2013,4,7,0,0,17,12,6.4,5928
857,2013,5,17,2013,4,8,0,0,21,12,3.2,7723
858,2013,5,18,2013,4,9,1,2,21,11,5.4,7314
859,2013,5,19,2013,4,10,2,2,22,14,2,14928
860,2013,5,20,2013,4,11,0,0,30,12,2,5233
861,2013,5,21,2013,4,12,0,0,29,14,2.4,6943
862,2013,5,22,2013,4,13,0,0,27,15,2.4,8804
863,2013,5,23,2013,4,14,0,0,22,11,5.6,7063
864,2013,5,24,2013,4,15,0,0,27,13,6.4,9238
865,2013,5,25,2013,4,16,1,2,29,13,1,9232
866,2013,5,26,2013,4,17,2,2,31,12,1,8300
867,2013,5,27,2013,4,18,0,0,19,16,2,7017
868,2013,5,28,2013,4,19,0,0,24,17,4,7550
869,2013,5,29,2013,4,20,0,0,22,9,5.4,7185
870,2013,5,30,2013,4,21,0,0,23,11,6.4,7471
871,2013,5,31,2013,4,22,0,0,28,14,6.2,8800
872,2013,6,1,2013,4,23,1,2,32,14,2,9527
873,2013,6,2,2013,4,24,2,2,27,13,2,9361
874,2013,6,3,2013,4,25,0,0,29,15,2,7401
875,2013,6,4,2013,4,26,0,0,30,13,2,8522
876,2013,6,5,2013,4,27,0,0,28,14,2,9159
877,2013,6,6,2013,4,28,0,0,28,16,2,9140
878,2013,6,7,2013,4,29,0,0,24,18,6,11800
879,2013,6,8,2013,5,1,0,0,21,14,5.2,10092
880,2013,6,9,2013,5,2,0,0,25,14,2,12215
881,2013,6,10,2013,5,3,1,3,26,12,2,16649
882,2013,6,11,2013,5,4,2,3,29,11,2,25797
883,2013,6,12,2013,5,5,3,3,28,11,1.2,15523
884,2013,6,13,2013,5,6,0,0,26,14,5.4,12703
885,2013,6,14,2013,5,7,0,0,29,17,2,13231
886,2013,6,15,2013,5,8,1,2,29,20,2,13752
887,2013,6,16,2013,5,9,2,2,29,21,2,15266
888,2013,6,17,2013,5,10,0,0,30,20,2,11614
889,2013,6,18,2013,5,11,0,0,30,21,2,12284
890,2013,6,19,2013,5,12,0,0,28,20,5,13081
891,2013,6,20,2013,5,13,0,0,24,19,6.4,11843
892,2013,6,21,2013,5,14,0,0,24,17,6.5,12781
893,2013,6,22,2013,5,15,1,2,25,18,5,12518
894,2013,6,23,2013,5,16,2,2,30,18,5,11477
895,2013,6,24,2013,5,17,0,0,29,17,5.2,9089
896,2013,6,25,2013,5,18,0,0,31,17,4,11936
897,2013,6,26,2013,5,19,0,0,31,17,2.4,11555
898,2013,6,27,2013,5,20,0,0,31,17,2,10990
899,2013,6,28,2013,5,21,0,0,25,18,2.4,14207
900,2013,6,29,2013,5,22,1,2,26,20,5,16033
901,2013,6,30,2013,5,23,2,2,27,20,5,16785
902,2013,7,1,2013,5,24,0,0,27,20,5.4,14295
903,2013,7,2,2013,5,25,0,0,30,20,5.4,12695
904,2013,7,3,2013,5,26,0,0,27,20,5,12407
905,2013,7,4,2013,5,27,0,0,30,19,2,12125
906,2013,7,5,2013,5,28,0,0,31,18,2,16406
907,2013,7,6,2013,5,29,1,2,27,17,2.4,21609
908,2013,7,7,2013,5,30,2,2,23,20,5,21904
909,2013,7,8,2013,6,1,0,0,24,19,6.5,17865
910,2013,7,9,2013,6,2,0,0,21,19,5,17585
911,2013,7,10,2013,6,3,0,0,26,19,5,17353
912,2013,7,11,2013,6,4,0,0,26,19,4.5,8634
913,2013,7,12,2013,6,5,0,0,25,18,5,6754
914,2013,7,13,2013,6,6,1,2,29,20,4,6128
915,2013,7,14,2013,6,7,2,2,28,18,5.4,6618
916,2013,7,15,2013,6,8,0,0,26,20,5,6114
917,2013,7,16,2013,6,9,0,0,24,18,5,5541
918,2013,7,17,2013,6,10,0,0,27,19,6.5,5449
919,2013,7,18,2013,6,11,0,0,23,18,3.5,5296
920,2013,7,19,2013,6,12,0,0,28,19,5.4,5261
